title,year,stars
Once,2007,"Hugh Walsh, Gerard Hendrick, Markéta Irglová, Glen Hansard"
Teeth,2007,"Jess Weixler, Hale Appleman, Josh Pais, John Hensley"
Expired,2007,"Anthony John Crane, Ron King, Samantha Morton, Gina St. John"
Snow Angels,2007,"Michael Angarano, Jeannetta Arnette, Kate Beckinsale, Sam Rockwell"
9 Star Hotel,2006,
Happily N'Ever After,2006,"Sigourney Weaver, George Carlin, Sarah Michelle Gellar, Patrick Warburton"
Eye of the Dolphin,2006,"George Harris, Adrian Dunbar, Carly Schroeder, Christine Adams"
The Dead Girl,2006,"Piper Laurie, Toni Collette, Marcia Gay Harden, Brittany Murphy"
Unknown,2006,"Jim Caviezel, Bridget Moynahan, Greg Kinnear, Joe Pantoliano"
Gray Matters,2006,"Tom Cavanagh, Molly Shannon, Bridget Moynahan, Heather Graham"
The Ultimate Gift,2006,"Bill Cobbs, Drew Fuller, Abigail Breslin, James Garner"
El Cortez,2006,"Bruce Weitz, Tracy Middendorf, Lou Diamond Phillips, Glenn Plummer"
My Name Is Albert Ayler,2006,"John Coltrane, Edward Ayler, Albert Ayler, Donald Ayler"
Away from Her,2006,"Julie Christie, Gordon Pinsent, Michael Murphy, Stacey LaBerge"
The Last Winter,2006,"James Le Gros, Zach Gilford, Connie Britton, Ron Perlman"
Diggers,2006,"Ron Eldard, Maura Tierney, Paul Rudd, Ken Marino"
Inland Empire,2006,"Karolina Gruszka, Krzysztof Majchrzak, Grace Zabriskie, Laura Dern"
The Queen,2006,"James Cromwell, Helen Mirren, Michael Sheen, Alex Jennings"
Little Children,2006,"Kate Winslet, Patrick Wilson, Jackie Earle Haley, Jennifer Connelly"
Half Moon,2006,"Farzin Sabooni, Ismail Ghaffari, Kambiz Arshi, Allah-Morad Rashtian"
Material Girls,2006,"Maria Conchita Alonso, Haylie Duff, Hilary Duff, Anjelica Huston"
Nightmare Man,2006,"Tiffany Shepis, Blythe Metz, Luciano Szafir, Aaron Sherry"
Alex Rider: Operation Stormbreaker,2006,"Sophie Okonedo, Mickey Rourke, Sarah Bolger, Alex Pettyfer"
Shock to the System,2006,"Michael Woods, Daryl Shuttleworth, Chad Allen, Sebastian Spence"
Eating Out 2: Sloppy Seconds,2006,"Jim Verraros, Rebekah Kochan, Emily Brooke Hands, Brett Chukerman"
Behind the Mask: The Rise of Leslie Vernon,2006,"Nathan Baesel, Angela Goethals, Zelda Rubinstein, Robert Englund"
The Groomsmen,2006,"Edward Burns, Heather Burns, Brittany Murphy, Matthew Lillard"
The Host,2006,"Hae-il Park, Hee-Bong Byun, Kang-ho Song, Doona Bae"
Southland Tales,2006,"Sarah Michelle Gellar, Carlos Amezcua, Seann William Scott, Dwayne Johnson"
Shortbus,2006,"PJ DeBoy, Peter Stickles, Paul Dawson, Sook-Yin Lee"
Frankenstein's Bloody Nightmare,2006,"Chester Delacruz, John R. Hand, Amy Olivastro, Chip Chism"
Keeping Up with the Steins,2006,"Jeremy Piven, Daryl Sabara, Jami Gertz, Garry Marshall"
Mini's First Time,2006,"Nikki Reed, Carrie-Anne Moss, Alec Baldwin, Jeff Goldblum"
The War Tapes,2006,"Ben Flanders, Mike Moriarty, Duncan Domey, Zack Bazzi"
Revoloution,2006,"Burt Young, Bret Carr, Kumar Pallana, Starla Benford"
Waist Deep,2006,"Larenz Tate, Shawn Parr, Meagan Good, Tyrese Gibson"
The Architect,2006,"Hayden Panettiere, Viola Davis, Anthony LaPaglia, Isabella Rossellini"
I'm Reed Fish,2006,"Victor Rasuk, Alexis Bledel, Schuyler Fisk, Jay Baruchel"
Them,2006,"Maria Roman, Michaël Cohen, Olivia Bonamy, Adriana Mocca"
Hollywood Dreams,2006,"Zack Norman, Justin Kirk, Tanna Frederick, David Proval"
Boy Culture,2006,"Darryl Stephens, Patrick Bauchau, Derek Magyar, George Jonson"
Snow Blind,2006,"Tina Basich, Molly Aguirre, Kier Dillon, Tricia Byrnes"
Akeelah and the Bee,2006,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong"
The Life of Reilly,2006,Charles Nelson Reilly
The Science of Sleep,2006,"Charlotte Gainsbourg, Gael García Bernal, Alain Chabat, Miou-Miou"
A Soap,2006,"David Dencik, Trine Dyrholm, Elsebeth Steentoft, Frank Thiel"
Mad Cowgirl,2006,"Sarah Lassez, Vic Chao, James Duval, Devon Odessa"
The Foot Fist Way,2006,"Spencer Moreno, Ben Best, Danny McBride, Mary Jane Bostic"
Cut Sleeve Boys,2006,"Gareth Rhys Davis, Chowee Leow, Neil Collie, Steven Lim"
The Sasquatch Gang,2006,"Justin Long, Jeremy Sumpter, Addie Land, Joey Kern"
Steel City,2006,"Marcus Atkins, Raymond J. Barry, Kristian Best, Jamie Anne Allman"
Wild Tigers I Have Known,2006,"Patrick White, Max Paradise, Malcolm Stumpf, Fairuza Balk"
Cocaine Angel,2006,"Adonis Boyd, Jamie Dawson, Richard Dawson, Brenda Benfield"
Alpha Dog,2006,"Justin Timberlake, Emile Hirsch, Anton Yelchin, Bruce Willis"
This Film Is Not Yet Rated,2006,"Atom Egoyan, Darren Aronofsky, Kirby Dick, Kimberly Peirce"
Sherrybaby,2006,"Sam Bottoms, Maggie Gyllenhaal, Ryan Simpkins, Michelle Hurst"
An Inconvenient Truth,2006,"George Bush, Billy West, George W. Bush, Al Gore"
An Unreasonable Man,2006,"Eric Alterman, Pat Buchanan, Howard Zinn, Ralph Nader"
Half Nelson,2006,"Jeff Lima, Ryan Gosling, Shareeka Epps, Anthony Mackie"
Right at Your Door,2006,"Scotty Noyd Jr., Tony Perez, Mary McCormack, Rory Cochrane"
The Illusionist,2006,"Paul Giamatti, Jessica Biel, Edward Norton, Rufus Sewell"
Iraq in Fragments,2006,"Mohammed Haithem, Muqtada al-Sadr, George W. Bush, Suleiman Mahmoud"
Little Miss Sunshine,2006,"Toni Collette, Abigail Breslin, Steve Carell, Greg Kinnear"
Friends with Money,2006,"Jennifer Aniston, Catherine Keener, Joan Cusack, Frances McDormand"
Day Watch,2006,"Konstantin Khabenskiy, Mariya Poroshina, Galina Tyunina, Vladimir Menshov"
Hoodwinked!,2005,"Jim Belushi, Glenn Close, Anne Hathaway, Patrick Warburton"
Angels with Angles,2005,"Julie Carmen, Scott Edmund Lane, Frank Gorshin, David Proval"
Syriana,2005,"George Clooney, Kayvan Novak, Amanda Peet, Matt Damon"
Get Rich or Die Tryin',2005,"Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller, 50 Cent"
Zerophilia,2005,"Alison Folland, Kyle Schmid, Dustin Seavey, Taylor Handley"
BloodRayne,2005,"Ben Kingsley, Michael Madsen, Kristanna Loken, Michelle Rodriguez"
Sweet Land,2005,"Elizabeth Reaser, Patrick Heusinger, Lois Smith, Stephen Pelinski"
Waiting...,2005,"Ryan Reynolds, John Francis Daley, Anna Faris, Justin Long"
Domino,2005,"Mickey Rourke, Keira Knightley, Edgar Ramírez, Delroy Lindo"
Dangerous Men,2005,"Roya Saghafy, Michael Gradilone, Melody Wiggins, Michael Hurt"
Just Like Heaven,2005,"Reese Witherspoon, Mark Ruffalo, Dina Spybey-Waters, Donal Logue"
Cry Wolf,2005,"Lindy Booth, Erica Yates, Jared Padalecki, Julian Morris"
American Gun,2005,"Forest Whitaker, Linda Cardellini, Marcia Gay Harden, Donald Sutherland"
Whole New Thing,2005,"Daniel MacIvor, Robert Joy, Rebecca Jenkins, Aaron Webber"
The Proposition,2005,"Guy Pearce, Ray Winstone, Richard Wilson, Emily Watson"
The Quiet,2005,"Edie Falco, Elisha Cuthbert, Martin Donovan, Camilla Belle"
Wassup Rockers,2005,"Francisco Pedrasa, Jonathan Velasquez, Usvaldo Panameno, Milton Velasquez"
Harsh Times,2005,"Freddy Rodríguez, Eva Longoria, Christian Bale, Chaka Forman"
Winter Passing,2005,"Ed Harris, Will Ferrell, Zooey Deschanel, Darrell Larson"
Thank You for Smoking,2005,"Maria Bello, Cameron Bright, Aaron Eckhart, Joan Lunden"
Tideland,2005,"Jennifer Tilly, Janet McTeer, Jeff Bridges, Jodelle Ferland"
Edmond,2005,"Frances Bay, Joe Mantegna, William H. Macy, Julia Stiles"
A Sound of Thunder,2005,"Ben Kingsley, Edward Burns, Armin Rohde, Catherine McCormack"
Lustre,2005,"Victor Argo, Gordon Joseph Weiss, Jordan Lage, John Hoyt"
Chaos,2005,"Sage Stallone, Kevin Gage, Kelly K.C. Quann, Maya Barovich"
The Zodiac,2005,"Rory Culkin, William Mapother, Justin Chambers, Robin Tunney"
The Devil's Rejects,2005,"Bill Moseley, William Forsythe, Sid Haig, Sheri Moon Zombie"
Little Fish,2005,"Martin Henderson, Sam Neill, Cate Blanchett, Hugo Weaving"
C.R.A.Z.Y.,2005,"Danielle Proulx, Émile Vallée, Michel Côté, Marc-André Grondin"
The King,2005,"Derek Alvarado, William Hurt, Laura Harring, Gael García Bernal"
Be with Me,2005,"Chiew Sung Ching, Lawrence Yong, Theresa Poh Lin Chan, Leong Kooi Eng"
Monster-in-Law,2005,"Jane Fonda, Jennifer Lopez, Michael Vartan, Wanda Sykes"
Red Doors,2005,"Jacqueline Kim, Freda Foh Shen, Tzi Ma, Elaine Kao"
The Game of Their Lives,2005,"Gavin Rossdale, Wes Bentley, Jay Rodan, Gerard Butler"
When Do We Eat?,2005,"Michael Lerner, Shiri Appleby, Jack Klugman, Lesley Ann Warren"
Race You to the Bottom,2005,"Kristin Hensley, Ruben Dario, Cole Williams, Jer Adrianne Lelliott"
Sin City,2005,"Bruce Willis, Mickey Rourke, Jessica Alba, Clive Owen"
The Roost,2005,"Sean Reid, Tom Noonan, Karl Jacob, Vanessa Horneff"
Occupation: Dreamland,2005,"Matthew Bacik, Chris Corcione, Patrick Napoli, Eric Forbes"
The Descent,2005,"Alex Reid, Saskia Mulder, Natalie Mendoza, Shauna Macdonald"
Nowhere Man,2005,"Frank Olivier, Debbie Rochon, Michael Rodrick, Lloyd Kaufman"
Home,2005,"Jason Liebrecht, Nicol Zanzarella, T. Stephen Neave, Erin Stacey Visslailli"
My Big Fat Independent Movie,2005,"Eric Hoffman, Neil Barton, Darren Keefe Reiher, Paget Brewster"
We Jam Econo: The Story of the Minutemen,2005,"Milo Aukerman, Scott Becker, Kevin Barrett, Joe Baiza"
Cursed,2005,"Portia de Rossi, Mya, Christina Ricci, Jesse Eisenberg"
Invisible,2005,"Rumen Proshev, Alexsandar Bunovski, Kamen Petrov, Stanislav Pavlov"
Bigger Than the Sky,2005,"John Corbett, Amy Smart, Marcus Thomas, Sean Astin"
That Man: Peter Berlin,2005,"Peter Berlin, Armistead Maupin, Jack Wrangler, John Waters"
Transamerica,2005,"Fionnula Flanagan, Kevin Zegers, Andrea James, Felicity Huffman"
The Amateurs,2005,"Tim Blake Nelson, Ted Danson, Jeff Bridges, Joe Pantoliano"
The Puffy Chair,2005,"Rhett Wilkins, Katie Aselton, Julie Fischer, Mark Duplass"
Hard Candy,2005,"Patrick Wilson, Odessa Rae, Ellen Page, Sandra Oh"
Steal Me,2005,"Hunter Parrish, John Terry, Cara Seymour, Danny Alexander"
Wolf Creek,2005,"John Jarratt, Nathan Phillips, Cassandra Magrath, Kestie Morassi"
Me and You and Everyone We Know,2005,"John Hawkes, Miles Thompson, Brandon Ratcliff, Miranda July"
Reel Paradise,2005,"Wyatt Pierson, Georgia Pierson, John Pierson, Janet Pierson"
Brick,2005,"Emilie de Ravin, Meagan Good, Joseph Gordon-Levitt, Lukas Haas"
The Dying Gaul,2005,"Ryan Miller, Peter Sarsgaard, Campbell Scott, Patricia Clarkson"
Film Geek,2005,"Dennis Adkins, Melik Malkasian, Ritah Parrish, John Breen"
Alone in the Dark,2005,"Frank C. Turner, Tara Reid, Stephen Dorff, Christian Slater"
I Am a Sex Addict,2005,"Rebecca Lord, Caveh Zahedi, Christoff Colas, Lindsey Tjian"
The Girl from Monday,2005,"Leo Fitzpatrick, Tatiana Abracos, Sabrina Lloyd, Bill Sage"
The Chumscrubber,2005,"Rory Culkin, Allison Janney, Jamie Bell, Glenn Close"
The Motel,2005,"Jeffrey Chyau, Jade Wu, Samantha Futerman, Sung Kang"
The Squid and the Whale,2005,"Owen Kline, Laura Linney, Jesse Eisenberg, Jeff Daniels"
Four Eyed Monsters,2005,"Susan Buice, Julia Ann Ames, Arin Crumley, Lindsey Andersen"
Thumbsucker,2005,"Keanu Reeves, ""Vincent DOnofrio"", Tilda Swinton, Lou Taylor Pucci"
Ellie Parker,2005,"Jennifer Syme, Greg Freitas, Naomi Watts, Gaye Pope"
Are We There Yet?,2005,"Nia Long, Philip Bolden, Aleisha Allen, Ice Cube"
Duane Hopwood,2005,"Bill Buell, Daisy Ang, Dick Cavett, Rachel Covey"
Spanglish,2004,"Adam Sandler, Paz Vega, Téa Leoni, Cloris Leachman"
Closer,2004,"Julia Roberts, Jude Law, Clive Owen, Natalie Portman"
Ethan Mao,2004,"Raymond Ma, Jun Hee Lee, Kevin Kleinberg, Julia Nickson"
Rooms for Tourists,2004,"Lucrecia Federico, Elena Siritto, Mariela Mujica, Jimena Krouco"
The Tollbooth,2004,"Ronald Guttman, Marla Sokoloff, Idina Menzel, Tovah Feldshuh"
Guys and Balls,2004,"Eileen Eilender, Dietmar Bär, Lisa Maria Potthoff, Maximilian Brückner"
The Forgotten,2004,"Matthew Pleszewicz, Dominic West, Christopher Kovaleski, Julianne Moore"
Casuistry: The Art of Killing a Cat,2004,"Matthew Kaczorowski, Jubal Brown, Daniel Borins, Christie Blatchford"
Kung Fu Hustle,2004,"Qiu Yuen, Stephen Chow, Wah Yuen, Siu-Lung Leung"
Sideways,2004,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh"
Hotel Rwanda,2004,"Sophie Okonedo, Xolani Mali, Joaquin Phoenix, Don Cheadle"
Oyster Farmer,2004,"Jim Norton, ""Alex OLoughlin"", David Field, Diana Glenn"
Crash,2004,"Thandie Newton, Sandra Bullock, Karina Arroyave, Don Cheadle"
3-Iron,2004,"Hee Jae, Jeong-ho Choi, Hyuk-ho Kwon, Seung-Yun Lee"
Kinsey,2004,"""Chris ODonnell"", Liam Neeson, Laura Linney, Peter Sarsgaard"
Keane,2004,"Damian Lewis, Amy Ryan, Abigail Breslin, Liza Colón-Zayas"
Mysterious Skin,2004,"Brady Corbet, Elisabeth Shue, Chase Ellison, Joseph Gordon-Levitt"
Palindromes,2004,"Jennifer Jason Leigh, Matthew Faber, Stephen Adly Guirgis, Ellen Barkin"
Silver City,2004,"Billy Zane, Chris Cooper, Thora Birch, Maria Bello"
Suspect Zero,2004,"Ben Kingsley, Harry Lennix, Carrie-Anne Moss, Aaron Eckhart"
Dead Man's Shoes,2004,"Paddy Considine, Toby Kebbell, Stuart Wolfenden, Gary Stretch"
Collateral,2004,"Mark Ruffalo, Jada Pinkett Smith, Tom Cruise, Jamie Foxx"
Slow Jam King,2004,"D.K. Bowser, Whitney Melton, Ron Domingo, Rona Figueroa"
Thunderbirds,2004,"Ben Kingsley, Bill Paxton, Brady Corbet, Anthony Edwards"
Girl Play,2004,"Dom DeLuise, Robin Greenspan, Mink Stole, Lacie Harmon"
L.A. Twister,2004,"Tony Daly, Manouschka Guerrier, Jennifer Aspen, Zack Ward"
Night Watch,2004,"Konstantin Khabenskiy, Mariya Poroshina, Valeriy Zolotukhin, Vladimir Menshov"
Fighting Tommy Riley,2004,"Christina Chambers, J.P. Davis, Diane Tayler, Eddie Jones"
Slutty Summer,2004,"Jeffrey Christopher Todd, Christos Klapsis, Casper Andreas, Virginia Bryan"
When Will I Be Loved,2004,"Neve Campbell, Dominic Chianese, Frederick Weller, Ashley Shelton"
Somersault,2004,"Abbie Cornish, Sam Worthington, Damian de Montemas, Lynette Curran"
Fahrenheit 9/11,2004,"Michael Moore, Stevie Wonder, Ben Affleck, George W. Bush"
Z Channel: A Magnificent Obsession,2004,"Robert Altman, C.L. Batten, Vera Carlisle Anderson, Jacqueline Bisset"
Off the Lip,2004,"Adam Scott, Marguerite Moreau, Mark Fite, Mackenzie Astin"
Tony & Tina's Wedding,2004,"Dean Edwards, Krista Allen, Joey McIntyre, Mila Kunis"
Naked Fame,2004,"Colton Ford, Donna Mears, Chi Chi LaRue, Ken Soukesian"
Bobby Jones: Stroke of Genius,2004,"Claire Forlani, Jim Caviezel, Malcolm McDowell, Jeremy Northam"
Hair High,2004,"Dermot Mulroney, Sarah Silverman, ""Beverly DAngelo"", Eric Gilliland"
The Life: What's Your Pleasure?,2004,"Denise Richards, Joaquim de Almeida, María Jiménez, Daryl Hannah"
Fakers,2004,"Kate Ashfield, Tony Haygarth, Matthew Rhys, Tom Chambers"
Duck Season,2004,"Enrique Arreola, Daniel Miranda, Diego Cataño, Danny Perea"
Shaun of the Dead,2004,"Nick Frost, Lucy Davis, Kate Ashfield, Simon Pegg"
Clean,2004,"Nick Nolte, Maggie Cheung, Jeanne Balibar, Béatrice Dalle"
Dead & Breakfast,2004,"Oz Perkins, Jeremy Sisto, Bianca Lawson, Erik Palladino"
Dorian Blues,2004,"Michael McMillian, Lea Coco, Mo Quigley, Steve Fletcher"
Eternal Sunshine of the Spotless Mind,2004,"Kate Winslet, Tom Wilkinson, Gerry Robert Byrne, Jim Carrey"
The Passion of the Christ,2004,"Jim Caviezel, Maia Morgenstern, Monica Bellucci, Christo Jivkov"
Welcome to Mooseport,2004,"Maura Tierney, Gene Hackman, Marcia Gay Harden, Ray Romano"
Eating Out,2004,"Jim Verraros, Scott Lunsford, Rebekah Kochan, Emily Brooke Hands"
The Final Cut,2004,"Mira Sorvino, Jim Caviezel, Robin Williams, Mimi Kuzyk"
Before Sunset,2004,"Louise Lemoine Torrès, Vernon Dobtcheff, Julie Delpy, Ethan Hawke"
After Midnight,2004,"Francesca Picozza, Francesca Inaudi, Fabio Troiano, Giorgio Pasotti"
Woman Thou Art Loosed,2004,"Kimberly Elise, T.D. Jakes, Loretta Devine, Michael Boatman"
Dandelion,2004,"Mare Winningham, Vincent Kartheiser, Arliss Howard, Taryn Manning"
Saved!,2004,"Patrick Fugit, Mandy Moore, Macaulay Culkin, Jena Malone"
Saw,2004,"Danny Glover, Leigh Whannell, Cary Elwes, Ken Leung"
The Machinist,2004,"Jennifer Jason Leigh, John Sharian, Aitana Sánchez-Gijón, Christian Bale"
Super Size Me,2004,"Daryl Isaacs, Dania Abu-Rmaileh, Morgan Spurlock, Chemeeka Walker"
Napoleon Dynamite,2004,"Aaron Ruell, Jon Gries, Jon Heder, Efren Ramirez"
Primer,2004,"Shane Carruth, David Sullivan, Anand Upadhyaya, Casey Gooden"
Mean Creek,2004,"Rory Culkin, Scott Mechlowicz, Ryan Kelley, Trevor Morgan"
Plagues and Pleasures on the Salton Sea,2004,"Norm Niver, John Waters, Sonny Bono, Petre Melvin"
The Card Player,2004,"Stefania Rocca, Adalberto Maria Merli, Silvio Muccino, Liam Cunningham"
Georges Bataille's Story of the Eye,2003,"Sean Timothy Sexton, Kevin Mitchell Martin, Querelle Haynes, Melissa Elizabeth Forgione"
Kontroll,2003,"Zoltán Mucsi, Csaba Pindroch, Sándor Csányi, Eszter Balla"
Open Water,2003,"Michael E. Williamson, Blanchard Ryan, Saul Stein, Daniel Travis"
Orwell Rolls in His Grave,2003,"Jeff Cohen, Vincent Bugliosi, Charles Lewis, Dennis Kucinich"
Uncle Nino,2003,"Joe Mantegna, Pierrino Mascarino, Trevor Morgan, Anne Archer"
Tarnation,2003,"Rosemary Davis, Jonathan Caouette, Renee Leblanc, Adolph Davis"
Finding Home,2003,"Misha Collins, Lisa Brenner, Louise Fletcher, Geneviève Bujold"
April's Shower,2003,"Maria Cina, Trish Doolan, Zack Ward, Frank Grillo"
The Texas Chainsaw Massacre,2003,"Erica Leerhsen, Jessica Biel, Jonathan Tucker, Andrew Bryniarski"
Hatsujô kateikyôshi: Sensei no aijiru,2003,"Yûichi Ishikawa, Kikujirô Honda, Yukijirô Hotaru, Kyôko Hayami"
Kill Bill: Vol. 1,2003,"Michael Madsen, Daryl Hannah, David Carradine, Uma Thurman"
Flesh for the Beast,2003,"Clark Beasley Jr., Jane Scarlett, Jim Coope, Sergio Jones"
The Boys & Girl from County Clare,2003,"Colm Meaney, Bernard Hill, Shaun Evans, Andrea Corr"
Easy,2003,"Emily Deschanel, Naveen Andrews, Marguerite Moreau, ""Brían F. OByrne"""
In the Cut,2003,"Michael Nuccio, Jennifer Jason Leigh, Mark Ruffalo, Meg Ryan"
The Company,2003,"Neve Campbell, Malcolm McDowell, Barbara E. Robertson, James Franco"
The Yes Men,2003,"Andreas Bichlbauer, Michael Moore, Mike Bonanno, Andy Bichlbaum"
Greendale,2003,"Erik Markegard, Eric Johnson, Sarah White, Ben Keith"
21 Grams,2003,"Naomi Watts, Benicio Del Toro, Danny Huston, Sean Penn"
Casa de los babys,2003,"Lili Taylor, Maggie Gyllenhaal, Daryl Hannah, Mary Steenburgen"
Frankie and Johnny Are Married,2003,"Michael Pressman, Alan Rosenberg, Lisa Chess, Stephen Tobolowsky"
Lost in Translation,2003,"Scarlett Johansson, Giovanni Ribisi, Anna Faris, Bill Murray"
Intermission,2003,"Colin Farrell, Kelly Macdonald, Shirley Henderson, Cillian Murphy"
Freddy vs. Jason,2003,"Ken Kirzinger, Kelly Rowland, Robert Englund, Monica Keena"
Shattered Glass,2003,"Peter Sarsgaard, Chloë Sevigny, Hayden Christensen, Steve Zahn"
Last Life in the Universe,2003,"Laila Boonyasak, Sinitta Boonyasak, Takashi Miike, Tadanobu Asano"
This Thing of Ours,2003,"Louis Vanaria, Frank Vincent, Vincent Pastore, Christian Maelen"
Latter Days,2003,"Wes Ramsey, Steve Sandvoss, Amber Benson, Mary Kay Place"
The Story of the Weeping Camel,2003,"Janchiv Ayurzana, Amgaabazar Gonson, Chimed Ohin, Zeveljamz Nyam"
The Room,2003,"Juliette Danielle, Greg Sestero, Tommy Wiseau, Philip Haldiman"
The Return,2003,"Nataliya Vdovina, Ivan Dobronravov, Konstantin Lavronenko, Vladimir Garin"
High Tension,2003,"Maïwenn, Franck Khalfoun, Philippe Nahon, Cécile de France"
Mayor of the Sunset Strip,2003,"Exene Cervenka, David Bowie, Rodney Bingenheimer, Joey Ramone"
Overnight,2003,"Jake Busey, Jeffrey Baxter, Troy Duffy, Chris Brinker"
Wrong Turn,2003,"Jeremy Sisto, Eliza Dushku, Emmanuelle Chriqui, Desmond Harrington"
Crimson Gold,2003,"Shahram Vaziri, Hossain Emadeddin, Kamyar Sheisi, Azita Rayeji"
The Barbarian Invasions,2003,"Stéphane Rousseau, Marie-Josée Croze, Rémy Girard, Dorothée Berryman"
The Brown Bunny,2003,"Vincent Gallo, Elizabeth Blake, Chloë Sevigny, Cheryl Tiegs"
Elephant,2003,"Alex Frost, Elias McConnell, John Robinson, Eric Deulen"
Conspiracy of Silence,2003,"Brenda Fricker, Jonathan Forbes, Catherine Cusack, ""Niall OBrien"""
Death of a Dynasty,2003,"Robert Stapleton, Ebon Moss-Bachrach, Capone Lee, Loon"
Step Into Liquid,2003,"Dan Malloy, Robert August, Layne Beachley, Laird Hamilton"
The Blonds,2003,"Albertina Carri, Jesica Suarez, Santiago Giralt, Analía Couceyro"
Ned Kelly,2003,"Orlando Bloom, Naomi Watts, Heath Ledger, Geoffrey Rush"
House of 1000 Corpses,2003,"Bill Moseley, Sheri Moon Zombie, Sid Haig, Karen Black"
Go Further,2003,"Jessica Yoon Ji Chung, Ken Kesey, Woody Harrelson, Tom Ballanco"
New Guy,2003,"Jonathan Uffelman, Scott Janes, Johnny Ray, Kelly Miller"
Undead,2003,"Mungo McKay, Felicity Mason, Rob Jenkins, Lisa Cunningham"
House of the Dead,2003,"Ona Grauer, Tyron Leitso, Clint Howard, Jonathan Cherry"
Blind Shaft,2003,"Shuangbao Wang, Yixiang Li, Jing Ai, Baoqiang Wang"
A Thousand Clouds of Peace,2003,"Juan Carlos Torres, Juan Carlos Ortuño, Salvador Alvarez, Gloria Andrade"
My Life Without Me,2003,"Leonor Watling, Mark Ruffalo, Sarah Polley, Scott Speedman"
The Station Agent,2003,"Paul Benjamin, Peter Dinklage, Patricia Clarkson, Bobby Cannavale"
Dopamine,2003,"Bruno Campos, Sabrina Lloyd, Rueben Grundy, John Livingston"
The Hebrew Hammer,2003,"Adam Goldberg, Judy Greer, Andy Dick, Mario Van Peebles"
Northfork,2003,"Nick Nolte, James Woods, Duel Farnes, Anthony Edwards"
A Decade Under the Influence,2003,"Robert Altman, John G. Avildsen, William Friedkin, Francis Ford Coppola"
All the Real Girls,2003,"Zooey Deschanel, Shea Whigham, Patricia Clarkson, Paul Schneider"
Party Monster,2003,"Wilson Cruz, Macaulay Culkin, Seth Green, Diana Scarwid"
The United States of Leland,2003,"Ryan Gosling, Chris Klein, Kevin Spacey, Don Cheadle"
Girls Will Be Girls,2003,"Jack Plotnick, Ron Mathews, Jeffery Roberson, Clinton Leupp"
Thirteen,2003,"Evan Rachel Wood, Nikki Reed, Vanessa Hudgens, Holly Hunter"
The Cooler,2003,"Shawn Hatosy, William H. Macy, Maria Bello, Alec Baldwin"
The Singing Detective,2003,"Robin Wright, Mel Gibson, Jeremy Northam, Robert Downey Jr."
The Reckoning,2002,"Trevor Steedman, Paul Bettany, Willem Dafoe, Marián Aguilera"
Gangs of New York,2002,"Leonardo DiCaprio, Jim Broadbent, Daniel Day-Lewis, Cameron Diaz"
The Weather Underground,2002,"Jim Lange, Pamela Z, Lili Taylor, Evan White"
Solitude,2002,"Jaraneh Nova, Patrick Belton, Mary Thornton"
Wilbur Wants to Kill Himself,2002,"Lisa McKinlay, Adrian Rawlins, Shirley Henderson, Jamie Sives"
Lana's Rain,2002,"Nickolai Stoilov, Oksana Orlan, Stephanie Childers, Luoyong Wang"
Uzak,2002,"Mehmet Emin Toprak, Nazan Kesal, Muzaffer Özdemir, Zuhal Gencer"
Waking Up in Reno,2002,"Natasha Richardson, Charlize Theron, Patrick Swayze, Billy Bob Thornton"
Secret Things,2002,"Sabrina Seyvecou, Roger Miremont, Fabrice Deville, Coralie Revel"
Hellraiser: Hellseeker,2002,"Dean Winters, Rachel Hayward, Doug Bradley, Ashley Laurence"
The Rules of Attraction,2002,"Jessica Biel, James Van Der Beek, Shannyn Sossamon, Ian Somerhalder"
Anything But Love,2002,"Alix Korey, Isabel Rose, Andrew McCarthy, Cameron Bancroft"
Jonah: A VeggieTales Movie,2002,"Mike Nawrocki, Lisa Vischer, Phil Vischer, Tim Hodge"
Cabin Fever,2002,"Jordan Ladd, Cerina Vincent, Rider Strong, James DeBello"
Manna from Heaven,2002,"Seymour Cassel, Cloris Leachman, Louise Fletcher, Shirley Jones"
Pure,2002,"David Wenham, Molly Parker, Harry Eden, Vinnie Hunter"
Phone Booth,2002,"Forest Whitaker, Kiefer Sutherland, Colin Farrell, Radha Mitchell"
City of Ghosts,2002,"Gérard Depardieu, James Caan, Matt Dillon, Natascha McElhone"
The Secret Lives of Dentists,2002,"Robin Tunney, Denis Leary, Campbell Scott, Hope Davis"
Whale Rider,2002,"Keisha Castle-Hughes, Rawiri Paratene, Cliff Curtis, Vicky Haughton"
Auto Focus,2002,"Rita Wilson, Maria Bello, Willem Dafoe, Greg Kinnear"
7 Days in September,2002,"Peter DiPilato, Rasheed J. Daniel, Jim Goetz, Dave Goldberg"
City by the Sea,2002,"Eliza Dushku, James Franco, Robert De Niro, Frances McDormand"
Dirty Pretty Things,2002,"Sophie Okonedo, Sergi López, Chiwetel Ejiofor, Audrey Tautou"
"Sex, Politics & Cocktails",2002,"Paul Lekakis, Dave Emerson, Marisa Petroro, Julien Hernandez"
Frida,2002,"Salma Hayek, Mía Maestro, Alfred Molina, Geoffrey Rush"
