title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Gaetan,2014,,,52.0,Drama,Jules Falardeau,Gaetan Gordon
Fedora,2014,,,89.0,Thriller,Blake Hamilton,"Lance Harris, Josh Hammes-Murray, Kendra Tanberg, Laura Myers"
Mumbai Love,2014,,,,"Comedy, Romance",Benito Bautista,"Solenn Heussaff, Kiko Matos, Martin Escudero, Raymond Bagatsing"
Little Accidents,2014,56.0,Not Rated,105.0,Drama,Sara Colangelo,"Boyd Holbrook, Randy Springer, Jacob Lofland, Beau Wright"
Hits,2014,45.0,,96.0,"Comedy, Drama",David Cross,"Meredith Hagner, Matt Walsh, James Adomian, Jake Cherry"
The Raid 2,2014,71.0,R,150.0,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara"
The Outsider,2014,23.0,Not Rated,94.0,"Action, Crime, Drama",Brian A. Miller,"Craig Fairbrass, James Caan, Jason Patric, Shannon Elizabeth"
What We Do in the Shadows,2014,76.0,R,86.0,"Comedy, Horror",Jemaine Clement,"Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh"
Happy Christmas,2014,70.0,R,82.0,"Comedy, Drama",Joe Swanberg,"Anna Kendrick, Melanie Lynskey, Mark Webber, Lena Dunham"
Life Itself,2014,87.0,R,121.0,"Documentary, Biography",Steve James,"Roger Ebert, Chaz Ebert, Gene Siskel, Martin Scorsese"
A Most Wanted Man,2014,73.0,R,122.0,"Crime, Drama, Thriller",Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright"
Septembre en hiver,2014,,,27.0,"Short, Drama",Germain Le Carpentier,"Rodolphe Ferreira, Adeline Hervouet, Damien Jouillerot, Julien Bravo"
E-Team,2014,66.0,,88.0,Documentary,Katy Chevigny,"Anna Neistat, Ole Solvang, Peter Bouckaert, Fred Abrahams"
I Origins,2014,57.0,R,106.0,"Drama, Romance, Sci-Fi",Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling"
Love Is Strange,2014,82.0,R,94.0,"Drama, Romance",Ira Sachs,"John Lithgow, Alfred Molina, Marisa Tomei, Charlie Tahan"
Rat Pack Rat,2014,,Not Rated,19.0,"Short, Drama",Todd Rohal,"Margie Beegle, Steve Little, Eddie Rouse"
The Guest,2014,76.0,R,100.0,"Action, Crime, Drama",Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore"
God's Pocket,2014,51.0,R,88.0,"Crime, Drama",John Slattery,"Philip Seymour Hoffman, Christina Hendricks, Richard Jenkins, John Turturro"
Strings of Passion,2014,,Not Rated,100.0,Drama,Sanghamitra Chaudhuri,"Zeenat Aman, Indrani Haldar, Avalok Nagpal, Rajesh Sharma"
Resplendent,2014,,,,"Short, Music",Gabrielle Giacomo,
Sunday Knights,2014,,,90.0,"Adventure, Comedy",Johnny Sawyer,"Amanda Morgan, Johnny Sawyer, Chris Christou, Sylvia Sphinx"
Tainted Love,2014,,Not Rated,105.0,Mystery,Will Moore,"Samantha Morrish, Jodie Jameson, Rory Nolan, Paul Lavers"
Short Term 12: Making the Music,2014,,,6.0,"Documentary, Short, Music",Destin Daniel Cretton,"Destin Daniel Cretton, Erica Erenyi, Chris Hobson, Travis Maril"
Short Term 12: Behind the Scenes,2014,,,22.0,"Documentary, Short",Brad Kester,"Joshua Astrachan, Kevin Balmore, Stephanie Beatriz, Alex Calloway"
Cain,2014,,,26.0,"Short, Drama, Thriller",Lyubo Yonchev,"Victor Andreev, Stanislava Atanasova, Iveta-Luis Contreras, Alex Ivanov"
The Bench,2014,,Not Rated,15.0,"Short, Drama, Thriller",Shawn Martin,"John Houston, Miranda Godkin, Ginger"
Jam Ke Rakhna Kadam,2014,,,28.0,"Short, Drama",Mayank Singh,"Vipul Bhardwaj, Manan Datta, Harsh Jain, Nishtha Khanna"
Nitrous,2014,,Not Rated,19.0,"Documentary, Drama, Horror",Chelsea Corbell,"Chelsea Corbell, Preston Corbell"
Positive,2014,,,12.0,"Short, Drama",Bobby Ashley,"Rico King, TerriAnn Peters, Jordan Carey, Carrington Lopez"
Across Bank Street - Portal to Neverland,2014,,,28.0,"Short, Fantasy",Nancy Hanks,"C.O. Bergem, Zoey Browning, Christian Carlson, Jeremiah Carlson"
The Nut Job,2014,37.0,PG,85.0,"Animation, Adventure, Comedy",Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl"
Consideracion,2014,,,22.0,"Documentary, Short, Drama",Johanna Siracusa,Edgar Pazos
Home,2014,,,12.0,Short,Matt Kerry,
Letters of a Portuguese Nun,2014,,,75.0,"Drama, History, Romance",Bruno François-Boucher,"Ségolène Point, Nicolas Herman"
Dumbbells,2014,24.0,R,92.0,Comedy,Christopher Livingston,"Brian Drolet, Hoyt Richards, Taylor Cole, Mircea Monroe"
Jiu-Jitsu 101,2014,,,2.0,Short,Mark Ward,"Shannon Meehan, Douglas Silfan"
Demons,2014,,,23.0,"Documentary, Short, Biography",Tim Pritchard,Jody Neil Ruth
Lords of London,2014,,R,90.0,"Crime, Mystery, Thriller",Antonio Simoncini,"Glen Murphy, Ray Winstone, Serena Iansiti, Giovanni Capalbo"
The Scenarist,2014,,,7.0,"Short, Drama",Bernard Worner,"Ashley Cheadle, Geoff Cohen, Adam Gray-Hayward, Elizabeth Hall"
Karma Cartel,2014,,,100.0,"Action, Comedy, Drama",Vinod Bharathan,"Sabumon Abdusamad, Madan Babu, Joseph Chakola, Arjun Chemparathy"
Torment,2014,,R,91.0,Thriller,Steve Rahaman,"Joseph Ruiz, Frank Merlino, David Francis Calderazzo, Nigel Harvey"
Cruel Will,2014,,Not Rated,90.0,"Horror, Thriller",Arthur Romeo,"Arron Kinser, Marissa Pistone, Spencer Garrett, Harry Lennix"
The Vlog,2014,,,210.0,,Jason Day-Boisvert,"Carol Day-Boisvert, Jason Day-Boisvert, Edward P. Hatfield, A.J. Klassen"
Conceição: Vida e Verso,2014,,,,"Documentary, Short",Wllyssys Wolfgang,
The Patchwork Film II: Four Silent Films,2014,,,81.0,Fantasy,Jason Day-Boisvert,"Holly-Jaide Brandt, Jason Day-Boisvert, Richard Friesen, Ryan Goosen"
Under the Dark Wing,2014,,Not Rated,15.0,"Short, Crime, Drama",Christopher Di Nunzio,"Jessy Rowe, David Graziano, Fiore Leo, Keith Bennett"
3 Wicked Witches,2014,,Not Rated,75.0,Horror,David DeCoteau,"Kristine DeBell, Lisa London, Helene Udy, Eric Diedrich"
Let's Ruin It with Babies,2014,,R,80.0,"Comedy, Drama, Romance",Kestrin Pantera,"Kestrin Pantera, Jonathan Grubb, Eva Kim, Sam Friedman"
Torn: A Shock Youmentary,2014,,,92.0,"Drama, Horror, Thriller",Justin Carter,"Philip Alexander Baker, Charlotte Bird, Simon Burbage, Sam Burns"
Blind,2014,,,,"Short, Drama",Thibault Guerin,"Magali Lerbey, Michel Panier, Sunil Sadarangani"
Graduation Day,2014,,,6.0,"Short, Comedy, Drama",Bob Slaymaker,"Esther David, Devin Delliquanti, Sylvia Doku, Brian Gianci"
"Little Snail, the Bee and the Girl",2013,,,,"Animation, Short",Ileana Andrea Gómez Gavinoser,Kelly Gavinoser
Wistful Affection for the Past,2013,,,3.0,Short,Mani Mehrvarz,
Til Infinity: The Souls of Mischief,2013,,Not Rated,93.0,Documentary,Shomari Smith,"Stretch Armstrong, Adisa Banjoko, Yasiin Bey, Casual"
Film Gives Me Freedom,2013,,,1.0,"Short, Drama",Aaron Lucas,Saxon Blackett
Back to the Siam,2013,,,95.0,"Animation, Sci-Fi",Gonzalo Roldán,"Gonzalo Roldán, Luis Minari, Mauricio Jortack, Cristina Alberó"
Buenos Tiempos,2013,,,86.0,Drama,José Paredes,"Victoria Chavez, Sergio Valdéz, Marcio Moreno, Alejandro Hierro"
The Fallen Forest,2013,,,,"Short, Sci-Fi",Ben Leonberg,"Adam Hale, Mark A. Keeton, Rainni Moran"
Survivor Type,2013,,,15.0,"Short, Adventure, Horror",Kevin Fisk,"Julia Angelo, Glenn McCumber"
Tangent Lines,2013,,,10.0,"Short, Drama",Selene Alba,"Tex Marshall, Camille Monae, Chabre Smith"
Kshanik,2013,,,14.0,"Short, Drama",Rohit Mittal,"Michael Rosinsky, Kristy Hudson, Tyler Guillory, Henry Ramirez"
Lo recuerdo,2013,,,,"Short, Drama",David Eating,"Eva Gamallo, Carlos Pereira"
The Wonderful,2013,,,9.0,"Short, Drama, Family",Erin Good,"Odile Cameron, Max Cullen, Richard Green"
A for Effort,2013,,,11.0,"Short, Comedy",John Dilley,"Jesse Fernandez, Glenn Mack, Courtney Thomas"
The Trial of Barnaby Finch,2013,,,,Short,Sorrel Brae,"Ben Roberts, Eoin O'Shea, Bern Cohen, Conor Hughes"
Staten Island Truffle Hunter,2013,,,7.0,"Short, Comedy",Zach Drummer,"Chris DiStefano, Robert Kelly, Cole Serpico, Linda Smith"
Flaws,2013,,,,"Short, Comedy",Paul Winter,"Petra Massey, Toby Park"
Ice Saints,2013,,Not Rated,75.0,"Documentary, Comedy, Drama",Ryan Balas,"Ryan Balas, Dee Herlihy, Craig Balas, Devon Balas"
The Robyn Chronicles,2013,,,,Action,,"Kim Akia, Courtney Jean Allen, Jessica Castro, Tamala De Jesus"
Sneak a Peek,2013,,,8.0,"Short, Comedy, Drama",Daniel Musial,"Evan Burrell, Alison Fowler, Kane Johnson, Caroline McQuade"
Running the Code,2013,,,7.0,"Short, Drama",Alan Manzo Becerra,"Mariana Anaya, Eric B. Anthony, Stephen DeCordova, Sam Marra"
The Great Rage,2013,,,18.0,"Short, Drama, Horror",Filip Kojic,"Ray Dainton, Jeremy Trager, Ryan Cangelosi"
Creature 2013,2013,,,44.0,"Short, Drama, Horror",Ronny Carlsson,"Daniela Melin, Akinna Orbegah, Robert Ericsson"
Greenbelt,2013,,,135.0,"Comedy, Drama, Romance",Johnny Ramirez,"Karina Dominguez, Chris Rangel, Deanna Brochin, Westley Williamson"
Little Worlds,2013,,,7.0,"Short, Drama, Romance",Justin Ho,"Ryan O'Callaghan, Selina MacDonald, Allison Hoeni"
Garage: Fashion,2013,,,28.0,"Short, Music, Reality-TV",Igor Stephen Rados,"Tim Kachurov, Eva Mazur, Aelita Neihausen, Jack Neihausen"
Park Matriarch,2013,,,10.0,"Documentary, Short, Comedy",Logan Mucha,
Post It,2013,,,,"Short, Horror, Thriller",Dale Saxton,Hamish Logan
Zone Three,2013,,,,Crime,Nancy Wilson,"Devin M. Miller, Tevon Plunkett, Anthony M. Edwards, Matthew Hendren"
Parallel Maze,2013,,,100.0,"Adventure, Thriller",Hua Ya,"Xiang Bin, YaShu Zhan, Run Zhang, Qiyu Yang"
I Fall Down,2013,,,82.0,"Drama, Horror",Christopher White,"Emma Houghton, Tom Antoni, Tom Beddow, Lindsey McNeill"
Rethinking Rice,2013,,,15.0,"Documentary, Short",,
L'échappée: Crash Memories,2013,,,15.0,"Short, Drama, Mystery",Olivier Perrier,"David Picard, Doriane Buisson"
To Post or Not to Post,2013,,,10.0,"Short, Comedy",Alan James,"Felicia Scarfone, Allen Gorney, Terri Ganey"
Awake,2013,,,14.0,"Short, Comedy, Drama",Charlotte Mars,"Alexander Mitchinson, Emma Jackson, Holly Fraser, Nathaniel Dean"
Manos a la obra,2013,,,15.0,"Documentary, Short, Biography",Stephanie Murillo,Benjamin Garcia
The Adventures of Puppee,2013,,,42.0,"Short, Comedy, Fantasy",Cielo Cervantes,
Living the Classical Life: Zsolt Bognar & Friends,2013,,,,"Documentary, Short",Elizabeth Foley,Zsolt Bognár
Hansha,2013,,,5.0,"Short, Mystery",Alejandro Gabriel Cuberos,
Peru Collection,2013,,,,"Documentary, Short",Alejandro Gabriel Cuberos,
And Then Something Happened,2013,,,115.0,"Drama, Romance",Avigdor Weil,"Dina Limon, Avigdor Weil, Iyar Wolpe"
L'espoir est au bout du chemin,2013,,,112.0,Drama,Olivier Tangkun,"Annabelle Betemps, Frédéric Betemps, Falco, Nicole Folain"
Parlay,2013,,,44.0,"Short, Family",Dean Garris,"Helen Kearney Konen, Tate Clemons, Owen Daly, Nick Karner"
Blackout,2013,,,90.0,Crime,Douglas Monce,"Toby Ambrose, Katherine Stewart, Tracy Timm, Fred Gerle"
Tivoliland,2013,,,28.0,"Documentary, Short, Biography",Max Eriksson,
Soul of the Dancer,2013,,,18.0,"Documentary, Short",Dean Gold,"Adoré, Veena Bidasha, Sarah Gombia, Aubre Hill"
"Blessed, Our Father",2013,,,11.0,"Short, Drama, Family",Brandon Kapelow,"Oliver Bell, Terry Kovac, Christopher May, Heidi Fecht"
Vitae,2013,,,90.0,Drama,Lucho Villegas,"Sebastián Villegas, Maca Leiva, Valentina Olea, Martín Aguirre"
Zombies Are People Too,2013,,,,"Short, Horror",Rosai Mc Carthy,"Jessica Brouder, Doireann Carney, David Collins, Connor Croke"
Drop Bear,2013,,,37.0,"Short, Adventure, Mystery",Lennard Smith,"Nathan Wright, Jason McKell, Jessica Tindall, Julie Dickson"
In The Deathroom,2013,,,30.0,"Short, Thriller",Stephen Thacker,"Pj Barnard, Mandy Bhari, Dave Cullen-Wills, Blair Dunn"
VainGlorious,2013,,,16.0,Comedy,Sean Stortroen,"Dian Bachar, Stephanie Greenquist, Jonathan Biver, Heather J. Ryan"
"Harry, Hamlet and I",2013,,,99.0,Drama,Aidan Conron,"George Bracebridge, Aidan Conron, Daniel Craig, Graham Earley"
Fire Under the Ashes,2013,,,11.0,"Documentary, Short",Arash Setoodeh,"Arash Setoodeh, Parna Khalili"
Lesser Wishes,2013,,,,"Short, Horror",Dustin D Diamond,"Timothy Batten, Leanna Lambert"
Kiwi-Strawberry,2013,,,,"Short, Comedy",Robert Edwards,"Aly Westberg, Valarie Falken, Ernest Briggs, Roger Goff III"
The Bright Side,2013,,,36.0,"Short, Drama, Musical",Sarah Wilson Thacker,"Aric Damm, Ryn Weaver, Alexander Carroll, Claire Beale"
Ecliptica Welcome Mexico,2013,,,88.0,"Adventure, Drama, Romance",Hugo Fortis,"Markus Bertheau, Stephan Bertheau, Tania Broschei, Christian Fortis"
Inside NHP,2013,,,50.0,"Documentary, Biography",Nathan Hill,"Samira Amira, Jennifer Apap, Sally Anne Arnott, Jasper Bagg"
The Devil's Claw 2,2013,,,6.0,"Short, Horror",Anthony M. Winson,"Leah Cashill, Eddie Gray"
The Devil's Claw,2013,,,4.0,"Short, Horror",Anthony M. Winson,Charlotte Handley
Zombies in Transit,2013,,,15.0,"Short, Drama, Fantasy",Mark Sims,"Challito Browne, A.J. Garrett, Ethan Fitzpatrick, Michelle Demetre"
Game Night/II,2013,,,11.0,"Short, Horror",Annette Bonner,"Reid Cox, Joseph Demby, Courtney Hart, Richard Hoffman"
Rose,2013,,,,"Short, Thriller",Roger JC Lee,"Maggie Ambrose, Mary Krantz, Will Stryker"
All or Nothing,2013,,,71.0,Thriller,Dave McGlone,"Sharon Clancy, Desmond Daly, Sam Power, Declan Reynolds"
Trapped,2013,,,4.0,"Short, Comedy, Drama",Pendragon Gwartz,"Dominic De Los Santos, Jonathan Stephen Lawrence, Kaytra Parkman, Dominic De Los Santos"
The Avett Brothers: Five Days in the Midwest,2013,,,118.0,"Documentary, Music",Richard Drake,"The Avett Brothers, Scott Avett, Seth Avett, Bob Crawford"
Bros,2013,,,,Short,Brian Gattas,"Brian Gattas, Connor Barrett"
The Earth Died Screaming,2013,,,11.0,"Short, Horror",Anthony Flores,"Alexander Aquino, Mishelle Freire, Tanya Giang, Sergio Monserrate"
Qerar,2013,,,,"Short, Drama",Gudrat Hamidov,"Rasim Cafarov, Adila Mammadova"
Not Another Word,2013,,,14.0,"Short, Drama",Cherien Dabis,"Lina Attel, Juliette Awwad, Suhair Fahid, Shereen Zoumot"
"Bunny in the Green, Green Grass",2013,,,10.0,"Short, Thriller",Jeremy Westrate,"Jeffrey Klein, Anthony Wayne"
The End of the Innocence,2013,,,3.0,"Short, Comedy",Martin Horlacher,"Paloma Leech, John Morison, Irene Wales, Ced Johnston"
2 Days in January,2013,,,,Documentary,Jack Delaney,"James Allen, Brian Gannon, Cliff Kimber"
The Kiss,2013,,,4.0,"Short, Comedy, Romance",Jeremy Brull,"Zoe Carides, David Collins"
Trash,2013,,,30.0,"Short, Drama",Alexandra Bognar,"Daniel Van Thomas, Carlotta Montanari, Elena Beuca, Alex Restrepo"
Purulent,2013,,,,"Drama, Horror",Jerad Ashworth,"Tara McIntosh, Randy Robinson, Reuben Rox, Jesi Smith"
Acting Class,2013,,,,"Short, Comedy",David Garrett,"Sean Michael Allen, Lloyd Culberson, Christina Maria Davis, Joshua Denhardt"
Nothing Unusual,2013,,,,Drama,Twish Mukherjee,"Priyanka Mukherjee, Rahee Punyashloka, Soumyo Roy, Shikhant Sablania"
La terra e il vento,2013,,,84.0,"Comedy, Drama, Family",Sebastian Maulucci,"Lorenzo Richelmy, Robin Mugnaini, Chiara Martegiani, Laura Gigante"
Regen [6],2013,,,,Horror,Jay Andrew Check,"Bill Allen, Mark Capone, Liz Esvigi, Robert Allen Fritch"
Hello Forever,2013,,,84.0,Drama,Peter R. Kirk,"Debra Ades, Kat Alano, Jaclyn Albergoni, David Bianco"
João O Artista,2013,,,,"Short, Drama",Clouseau,"Karina Anicio, Jorge Efi, Alex Kruz, Leticia Miranda"
Follow Friday the Film,2013,,Not Rated,109.0,Documentary,Erin Faulk,"Erin Faulk, Hassan Khan, Evans Knight, Anna Schlegel"
Pact,2013,,,8.0,"Short, Drama",Ben Adler,"Zoé Wittock, Elliot Hartley"
Heart of the Drum,2013,,,120.0,Documentary,Edie Robinette-Petrachi,"Tribe Delaware, Billy Mills, Edie Robinette-Petrachi, Jay Tavare"
Cyclical,2013,,,,"Short, Drama",Mät King,"Anna Izabela Wisniewska, Paul Steels"
The Boogeyman,2013,,,25.0,"Short, Drama, Horror",Jenny Januszewski,"Allison Allain, Gavin Baker, Sam Brilhart, Livy Fitts"
Southwest,2013,,,,"Action, Crime, Drama",Shawn Lecrone,"Danielle Lecrone, Eric D. Young, Barry Fitzgerald, David Robbins"
Calling,2013,,,,Comedy,Jared Burt,"Clayton Thompson, Ben Monahan, Matt Christiansen, Bruno Boucher"
Bash,2013,,,,Comedy,,
How to Win Back Your Ex,2013,,,,Comedy,,
Model Behaviour,2013,,Not Rated,90.0,"Action, Crime, Mystery",Nathan Hill,"Nathan Hill, Stacey McMahon, Michael Fenemore Cocks, Samira Amira"
Matthew,2013,,,27.0,"Short, Comedy, Drama",,"Cayla Clark, Chris Clark, C. Nichole, Roshunda Sanders"
Love Never Fails/Forever Found,2013,,,13.0,Short,Kelsey Shaw McNeal,"Miranda Calderon, Stephanie Cheeva, Gib Gerard, David A. Lockhart"
Yurei No Henka,2013,,,,"Short, Fantasy",Arthur Graham-Maw,"Patricia Quinn, Andrew Mullan, Lara Chaslot"
Al Fachada,2013,,,,Comedy,Duarte Cascais Lopes,"Manuel Flor, Filipe Cunha, Frederico Amaral, Marta Melro"
Innocence Abandoned: Street Kids of Haiti,2013,,,90.0,"Documentary, Drama, History",Young Man Kang,"Solomon Bendjy, Michael Brewer, Sandy Cesar, Cynthia Charles"
The Box Cutter,2013,,,100.0,"Drama, Mystery",Renzo Vasquez,"Mark Scarboro, Brett Gentile, Irone Singleton, Johanna Jowett"
Cherries and Clover,2013,,Not Rated,81.0,"Comedy, Drama, Romance",Jack Vero,"Spencer Jenkins, Taylor Marie Milton, Molly Cera, Owen Macri"
On the Street,2013,,,75.0,"Documentary, Comedy",John Spellos,
Days End,2013,,,12.0,"Short, Fantasy, Horror",Thomas C. Gaunt,"Andrew Carl, Arque Springfield"
The Story of Your Life,2013,,Not Rated,93.0,"Drama, Romance, Thriller",Jesse Cilio,"Alex Freeborn, Shevaun Kastl, Agatha Nowicki, Sean O'Neill"
Symphony 92.4 FM,2013,,,,Short,Eric Khoo,Chiew Sung Ching
Away,2013,,,,"Short, Drama, History",Phenix Jiangfu Miao,"Polla-Ilariya Kozino, Chris Pieri"
Self Defense attack with hammer,2013,,,,"Short, Drama",Peter Boiadzhieff,Bakary Traore
Proces,2013,,,5.0,"Animation, Short, Drama",Mariusz Wirski,
Elegie dall'inizio del mondo: Uomini e alberi,2013,,,,Short,Francesco Dongiovanni,
Kot Shryodingera,2013,,,16.0,"Short, Comedy, Sci-Fi",Vladimir Gordeev,"Anton Botev, Yuriy Gordeev, Mariya Boteva, Aleksey Sakharnov"
I Know Your Browser History,2013,,,,Comedy,,Achim Scarlat
Oh God!,2013,,,,"Short, Musical",Dave Jigar,Karm Vyas
Police Story: Lockdown,2013,44.0,Not Rated,110.0,"Action, Adventure, Crime",Sheng Ding,"Jackie Chan, Ye Liu, Tian Jing, Tao Yin"
Footprints in Stone: Forbidden History II,2013,,,34.0,"Documentary, Short, History",Cameron Heidrick,"Stephen Skinner, Aaron Judkins, Robert Summers, Carl Baugh"
This Way to Denmark Hill,2013,,,50.0,Thriller,Davor Radic,"John Smallbone Tizard, David Eng, Petter Hörbeck, Jovanna Eriksson"
Promodini,2013,,,13.0,"Short, Drama",Dipk G.N. Nanglia,"Deepak Chauhan, Yash Rana, Agnijita Roy, Naveen Kumar Shah"
The Flying Ties Circus,2013,,,5.0,"Short, Music",Linzy Attenborough,Lucien Morgan
Amuse Me,2013,,,89.0,Thriller,Bill Zebub,"Jordana Leigh, Lydia Lael, Bill Zebub, Steve Nebesni"
Boyz Wit Money,2013,,,,Documentary,Juan Burton,"Roger Brown, James D. Burton, Dominique Burton, Matthew J. Goodman"
Force of Execution,2013,,R,99.0,"Action, Crime",Keoni Waxman,"Steven Seagal, Ving Rhames, Danny Trejo, Bren Foster"
Six Characters in Search of an Author,2013,,,98.0,Drama,J. Delgado-Figueroa,"William Antley, Harrison Ayer, Maile Carroll, Raul Ceballos"
The Sempiternal,2013,,,,"Short, Crime",Ainan Celeste Cawley,Valentine Cawley
Finn & the Sea of Noise,2013,,,99.0,Drama,Ryan Ohm,"Claire Coppi, Tyson Griffard, Michael Holding, Omer Abbas Salem"
The Black Dahlia Ballet,2013,,,8.0,Short,Steven Espinosa,"John Grady, Morrison Keddie, Adrianne Richards"
Avenues,2013,,,88.0,"Biography, Drama",Aaref Rodriguez,"Tracey Heggins, Hector Atreyu Ruiz, Ski Carr, Rene Arreola"
La Roussette Russe,2013,,,5.0,"Short, Action, Crime",Julien Duguay,"Dominik Lienhard, Julien Duguay, Massé, Sébastien Marleau"
Omlt101,2013,,,,Short,Mehmet Çekirge,"Turgay Eryigit, Birge Aldatmaz"
The Falls: Testament of Love,2013,,Not Rated,123.0,"Drama, Romance",Jon Garcia,"Nick Ferrucci, Benjamin Farmer, Hannah Barefoot, Bruce Jennings"
Cactus Gold,2013,,,12.0,"Short, Comedy, Western",Ryan Sargent,"Romy Cutler-Lengyel, Tian Wang, Michael Milford, Alex Burger"
DreamWaves,2013,,,,Documentary,Gustavo von Ha,"Nilton Bicudo, Alessandra Negrini, Clovys Torres"
The Overpass,2013,,,16.0,"Short, Crime, Drama",Elias Noel,"Collin Sylvester, Olivia Larrain, Christopher Kardos, Elias Noel"
Spreeshark,2013,,,20.0,"Short, Comedy, Horror",Floris Asche,"Jonathan Rabb, Julia Ebell Huston, Leander Modersohn, Katharina Stüber"
Three Night Stand,2013,,Not Rated,86.0,"Comedy, Drama",Pat Kiely,"Sam Huntington, Meaghan Rath, Darren Curtis, Robb Jamieson"
Chávez,2013,,TV-PG,54.0,Documentary,Luis Castro,
Ankhon Dekhi,2013,,,107.0,"Comedy, Drama",Rajat Kapoor,"Sanjay Mishra, Seema Bhargava, Rajat Kapoor, Taranjit Kaur"
Doctor Who and the Shada Man,2013,,,,"Animation, Sci-Fi",Ian Levine,"Paul Jones, Lalla Ward, John Leeson, David Brierly"
Identity,2013,,,3.0,"Short, Drama",Pilar Barroso,"Maria Lovatt, Giulia Rindi, Olivia Wittet, Gurdip Singh"
Emo Kev,2013,,,,"Short, Biography, Comedy",Christopher Downie,"Lewis Brameld, Julia Carstairs, Mark Frost"
Night of the Krampus,2013,,Not Rated,30.0,"Short, Adventure, Family",Thomas Smith,"Khristian Fulmer, Erin Lilley, Soren Odom, Brendon Cooke"
In His Steps,2013,,Not Rated,100.0,Drama,Zack Lawrence,"Laura Lieben, Rebekah Cook, Ken Lawrence, Kent Cox"
Mukhar Naihshabda,2013,,,25.0,"Short, Drama, Family",Sashi Sarkar,"Nandini Bhowmik, Arun Deb, Swati Debnath, Sourav Halder"
Silent Spring,2013,,,16.0,"Short, Drama, Fantasy",Antoine Nassif,"Ghina Abboud, Khitam El Lahham, Nawal Kamel, Sami Abou Hamdan"
Partir,2013,,,13.0,"Short, Drama",Daniel Diaz,Pierre-Luc Brillant
Criminal,2013,,,27.0,"Short, Action, Crime",Denzel Whitaker,"Kevin Phillips, Jen Yeager, Noel Gugliemi, Leif Gantvoort"
Man with a Gas Mask caring a Briefcase,2013,,,,"Short, Drama",Peter Boiadzhieff,Peter Boiadzhieff
Otel mertvetsov,2013,,,60.0,"Horror, Mystery, Thriller",Sergey A.,"Sergey A., Raisa Asylzhanova, Zoya Azhimova, Nikolai Petrov"
All the Sun of the World,2013,,,14.0,"Short, Drama, Romance",Pelayo Muñiz,"Denis Gómez, Ignacio Ysasi, Jaime Larrañaga, Fran Markz"
Luftslottet,2013,,,32.0,"Short, Drama",Magnus G. Bergström,"Frida Bengtsson, Mikaela Sahlin, Olle Bäckström, Björn Rådeström"
Fruit,2013,,,12.0,"Short, Drama",Madeleine Parker,"Clare Chihambakwe, Stephanie King, Daniel Krige, Ella Scott Lynch"
The Watchers,2013,,Not Rated,120.0,"Horror, Mystery, Thriller",Ryan Callaway,"Jessica Flinn, Linda McLaughlin, Natalie Caruso, Seana Cleary"
Old Sanguine,2013,,,9.0,"Short, Drama, Horror",Paul Neary,"Ryan Brownlee, Peter Campbell, Agata Waclawska"
John Apple Jack,2013,,,89.0,"Comedy, Drama, Romance",Monika Mitchell,"Chris McNally, Kent S. Leung, McKenzi Scott, Drummond Macdougall"
Confiança,2013,,,14.0,"Short, Thriller",Rui Dantas Rodrigues,"Paulo Renato, Diogo Correia Pinto, Margarida Gonçalves, Vitor Hugo Freitas"
Lump,2013,,,7.0,Short,Tommy Marshall,"Tommy Marshall, Alan Sardana"
Innocent,2013,,,91.0,"Action, Drama, Thriller",Sebastian Schnabel,"Sebastian Schnabel, Rebecca Manske, Frank Schnabel, Manuela Mummert"
This Hitman Walks Into a Church,2013,,,5.0,Short,Tom Bevan,"Shane Armstrong, Simon Gedney, Neil Kelly, Laura Swift"
Bonzo,2013,,Unrated,76.0,"Drama, Mystery, Thriller",Ryan Balas,"Richard Buonagurio, Dee Herlihy, Ryan Balas, Phil Cote"
Walden,2013,,,106.0,Documentary,Daniel Zimmermann,
One Minute for Conductors,2013,,,87.0,"Documentary, Music",Angel Esteban,
Iz Kosmara,2013,,,,"Short, Fantasy, Romance",Marko Majerski,"Tihomir Jolic, Luna Kozar, Sven Maric, Anja Matkovic"
Vigilo el camino,2013,,,80.0,"Drama, Mystery, Thriller",Pablo Aragüés,"Laura Contreras, Carmen Cuello, Irene Ferrándiz, Gerald B. Fillmore"
MurderDrome,2013,,Not Rated,73.0,"Action, Horror, Sport",Daniel Armstrong,"Kat Anderson, Rachael Blackwood, Jake Brown, Demonique Deluxe"
Maybe Tomorrow,2013,,,89.0,Drama,Alex K. Lee,"Florent Arnoult, Alix Bénézech"
"No God, No Master",2013,48.0,PG-13,94.0,"Crime, Drama, History",Terry Green,"David Strathairn, Ray Wise, Sam Witwer, Alessandro Mario"
El vacío,2013,,,,"Short, Drama",Ramon Balcells,"Ferran Balcells, Mercedes Vela"
